Date, Price [EUR/MWh], Grid load forecast [MW], Wind power forecast (DK) [MWh],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2015-11-07 20:00,23.38,42408,2639,1407,4272,623.2857143
2015-11-07 21:00,22.41,41211,3107,1435,4754,623.2857143
2015-11-07 22:00,22.02,39848,3413,1532,5149,623.2857143
2015-11-07 23:00,20.26,37996,3586,1610,5387,623.2857143
2015-11-08 00:00,19.04,36459,3541,1894,5646,623.2857143
2015-11-08 01:00,18.29,35444,2811,2134,5138,623.2857143
2015-11-08 02:00,17.24,34466,2954,2256,5400,623.2857143
2015-11-08 03:00,18,34682,3485,2343,6028,623.2857143
2015-11-08 04:00,18.37,34827,3980,2463,6656,623.2857143
2015-11-08 05:00,19.02,35369,3916,2644,6798,623.2857143
2015-11-08 06:00,19.72,36153,3687,2853,6812,623.2857143
2015-11-08 07:00,20.1,37150,3309,2931,6518,623.2857143
2015-11-08 08:00,21.95,38548,2869,3000,6149,623.2857143
2015-11-08 09:00,22.87,40230,2482,2999,5758,623.2857143
2015-11-08 10:00,23.54,41240,2200,2860,5338,623.2857143
2015-11-08 11:00,23.85,41592,1927,2702,4901,623.2857143
2015-11-08 12:00,23.94,41531,1593,2550,4415,623.2857143
2015-11-08 13:00,24.21,41505,1111,2331,3725,623.2857143
2015-11-08 14:00,24.45,41719,674,2098,3078,623.2857143
2015-11-08 15:00,24.88,42787,479,1781,2600,623.2857143
2015-11-08 16:00,25.54,44618,478,1620,2461,623.2857143
2015-11-08 17:00,26.56,46182,683,1291,2355,623.2857143
2015-11-08 18:00,26.32,46059,979,1110,2473,623.2857143
2015-11-08 19:00,25.41,45464,1328,924,2631,623.2857143
2015-11-08 20:00,24.83,44244,1809,856,3016,623.2857143
2015-11-08 21:00,24.44,43241,2368,890,3562,623.2857143
2015-11-08 22:00,23.56,41427,2808,1009,4063,623.2857143
2015-11-08 23:00,22.48,39274,3158,1285,4632,623.2857143
2015-11-09 00:00,20.52,37839,3264,1825,5233,621.9404762
2015-11-09 01:00,18.12,37024,3154,2313,5566,621.9404762
2015-11-09 02:00,17.06,36680,2935,2779,5776,621.9404762
2015-11-09 03:00,16.75,36802,2926,3220,6184,621.9404762
2015-11-09 04:00,18.57,37628,2867,3458,6347,621.9404762
2015-11-09 05:00,21.75,40067,2615,3580,6212,621.9404762
2015-11-09 06:00,24.18,44518,2466,3578,6065,621.9404762
2015-11-09 07:00,25.33,48358,2400,3537,5969,621.9404762
2015-11-09 08:00,26.4,49312,2374,3526,5946,621.9404762
2015-11-09 09:00,25.2,49086,2467,3473,6006,621.9404762
2015-11-09 10:00,25.46,48959,2692,3323,6099,621.9404762
2015-11-09 11:00,24.97,48702,2981,3253,6341,621.9404762
2015-11-09 12:00,24.66,48342,3280,3217,6627,621.9404762
2015-11-09 13:00,24.54,48264,3516,3106,6781,621.9404762
2015-11-09 14:00,24.37,48373,3685,3065,6932,621.9404762
2015-11-09 15:00,24.48,48872,3841,3025,7061,621.9404762
2015-11-09 16:00,25.03,49947,3965,3040,7229,621.9404762
2015-11-09 17:00,25.46,50706,4042,3019,7303,621.9404762
2015-11-09 18:00,24.88,50054,4082,3020,7358,621.9404762
2015-11-09 19:00,24.11,49028,4099,3066,7440,621.9404762
2015-11-09 20:00,23.67,47110,4057,3084,7428,621.9404762
2015-11-09 21:00,23.58,45547,3958,3051,7293,621.9404762
2015-11-09 22:00,21.57,43134,3809,2980,7074,621.9404762
2015-11-09 23:00,19.28,40499,3590,2952,6814,621.9404762
2015-11-10 00:00,17.41,38530,3304,2968,6589,621.9404762
2015-11-10 01:00,16.04,37687,3019,2907,6259,621.9404762
2015-11-10 02:00,15.29,37309,2769,2791,5891,621.9404762
2015-11-10 03:00,16.12,37410,2579,2667,5582,621.9404762
2015-11-10 04:00,19.42,38176,2504,2548,5378,621.9404762
2015-11-10 05:00,21.12,40544,2524,2400,5248,621.9404762
2015-11-10 06:00,23.94,44755,2594,2306,5219,621.9404762
2015-11-10 07:00,24.99,48582,2705,2233,5255,621.9404762
2015-11-10 08:00,25.04,49181,2862,2174,5338,621.9404762
2015-11-10 09:00,24.59,49185,3084,2187,5550,621.9404762
2015-11-10 10:00,24.93,49174,3391,2202,5857,621.9404762
2015-11-10 11:00,24.56,49140,3638,2162,6056,621.9404762
2015-11-10 12:00,24.38,48724,3775,2129,6152,621.9404762
2015-11-10 13:00,24.29,48584,3781,2033,6047,621.9404762
2015-11-10 14:00,24.35,48471,3735,2067,6028,621.9404762
2015-11-10 15:00,24.53,49016,3658,2214,6091,621.9404762
2015-11-10 16:00,25.1,50113,3489,2362,6064,621.9404762
2015-11-10 17:00,26.79,50803,3221,2468,5891,621.9404762
2015-11-10 18:00,26.1,50085,2920,2632,5747,621.9404762
2015-11-10 19:00,24.45,48897,2663,2712,5558,621.9404762
2015-11-10 20:00,23.92,47108,2509,2662,5358,621.9404762
2015-11-10 21:00,23.66,45401,2413,2639,5243,621.9404762
2015-11-10 22:00,22.66,42942,2440,2666,5299,621.9404762
2015-11-10 23:00,21.34,40257,2595,2714,5524,621.9404762
2015-11-11 00:00,21.03,38728,2846,2859,5920,621.9404762
2015-11-11 01:00,20.65,37826,2828,2826,5880,621.9404762
2015-11-11 02:00,20.55,37466,2851,2776,5868,621.9404762
2015-11-11 03:00,20.84,37566,2911,2784,5936,621.9404762
2015-11-11 04:00,21.41,38329,2924,2794,5957,621.9404762
2015-11-11 05:00,22.76,40778,2838,2742,5821,621.9404762
2015-11-11 06:00,23.88,45151,2695,2749,5694,621.9404762
2015-11-11 07:00,24.81,49079,2495,2705,5444,621.9404762
2015-11-11 08:00,25.97,49732,2232,2749,5217,621.9404762
2015-11-11 09:00,24.98,50011,1975,2737,4951,621.9404762
2015-11-11 10:00,26.36,49887,1790,2606,4642,621.9404762
2015-11-11 11:00,25.97,49505,1678,2541,4472,621.9404762
2015-11-11 12:00,25.02,48891,1620,2470,4348,621.9404762
2015-11-11 13:00,25.11,48700,1561,2318,4129,621.9404762
2015-11-11 14:00,25.28,48879,1530,2196,3955,621.9404762
2015-11-11 15:00,25.84,49678,1521,2066,3798,621.9404762
2015-11-11 16:00,27,50794,1511,1949,3672,621.9404762
2015-11-11 17:00,28.35,51659,1535,1870,3611,621.9404762
2015-11-11 18:00,27.22,51006,1613,1803,3621,621.9404762
2015-11-11 19:00,25.06,49928,1781,1738,3723,621.9404762
2015-11-11 20:00,24.19,48114,2039,1636,3870,621.9404762
2015-11-11 21:00,24,46391,2324,1627,4129,621.9404762
2015-11-11 22:00,23.18,43923,2681,1654,4500,621.9404762
2015-11-11 23:00,21.97,41204,3029,1636,4809,621.9404762
2015-11-12 00:00,21.62,39526,2815,1522,4411,621.9404762
2015-11-12 01:00,21.23,38520,2971,1528,4564,621.9404762
2015-11-12 02:00,21.06,38141,3118,1537,4712,621.9404762
2015-11-12 03:00,21.02,38235,3229,1560,4843,621.9404762
2015-11-12 04:00,21.92,39021,3247,1647,4948,621.9404762
2015-11-12 05:00,22.58,41421,3228,1804,5095,621.9404762
2015-11-12 06:00,23.71,45757,3250,1952,5291,621.9404762
2015-11-12 07:00,24.75,49660,3237,2066,5430,621.9404762
2015-11-12 08:00,25.18,50314,3109,2159,5427,621.9404762
2015-11-12 09:00,24.49,50119,3098,2248,5538,621.9404762
2015-11-12 10:00,24.65,50681,3264,2336,5821,621.9404762
2015-11-12 11:00,24.48,50155,3334,2395,5961,621.9404762
2015-11-12 12:00,24.19,49502,3280,2453,5974,621.9404762
2015-11-12 13:00,24.41,49527,3002,2496,5738,621.9404762
2015-11-12 14:00,24.79,49586,2520,2536,5300,621.9404762
2015-11-12 15:00,25.67,50096,1960,2549,4763,621.9404762
2015-11-12 16:00,26.93,51229,1423,2477,4160,621.9404762
2015-11-12 17:00,28.56,52141,1053,2308,3652,621.9404762
2015-11-12 18:00,28.36,51679,925,2083,3317,621.9404762
2015-11-12 19:00,26.28,50602,960,1886,3158,621.9404762
2015-11-12 20:00,25.14,48884,1019,1684,3008,621.9404762
2015-11-12 21:00,24.67,47304,1113,1496,2898,621.9404762
2015-11-12 22:00,23.82,44712,1244,1306,2807,621.9404762
2015-11-12 23:00,23.1,42074,1404,1133,2766,621.9404762
2015-11-13 00:00,22.84,40581,2009,1004,3250,621.9404762
2015-11-13 01:00,22.03,39647,2309,992,3495,621.9404762
2015-11-13 02:00,21.8,39215,2553,1053,3752,621.9404762
2015-11-13 03:00,21.79,39305,2749,1181,4031,621.9404762
2015-11-13 04:00,22.09,40095,2912,1386,4364,621.9404762
2015-11-13 05:00,22.91,42536,3057,1727,4828,621.9404762
2015-11-13 06:00,23.77,46864,3190,2140,5360,621.9404762
2015-11-13 07:00,24.7,50750,3210,2515,5748,621.9404762
2015-11-13 08:00,24.87,51568,3029,2832,5886,621.9404762
2015-11-13 09:00,24.05,51466,2799,3095,5929,621.9404762
2015-11-13 10:00,24.13,51795,2811,3340,6203,621.9404762
2015-11-13 11:00,23.96,51177,2978,3495,6552,621.9404762
2015-11-13 12:00,23.91,50258,3088,3612,6809,621.9404762
2015-11-13 13:00,23.77,49668,3056,3610,6801,621.9404762
2015-11-13 14:00,23.79,49378,2751,3506,6421,621.9404762
2015-11-13 15:00,23.93,49757,2274,3366,5842,621.9404762
2015-11-13 16:00,24.29,50548,1914,3261,5410,621.9404762
2015-11-13 17:00,24.81,51230,1931,3172,5372,621.9404762
2015-11-13 18:00,24.46,50653,2177,2952,5435,621.9404762
2015-11-13 19:00,23.75,49216,2517,2675,5527,621.9404762
2015-11-13 20:00,23.09,47203,2902,2498,5755,621.9404762
2015-11-13 21:00,22.81,45768,3283,2396,6039,621.9404762
2015-11-13 22:00,21.5,43976,3475,2338,6166,621.9404762
2015-11-13 23:00,19.58,41681,3470,2294,6103,621.9404762
2015-11-14 00:00,18.46,39421,3511,2240,6075,621.9404762
2015-11-14 01:00,16.92,38427,3387,2214,5887,621.9404762
2015-11-14 02:00,15.92,37875,3287,2250,5792,621.9404762
2015-11-14 03:00,15.89,37784,3248,2241,5701,621.9404762
2015-11-14 04:00,16.39,38038,3242,2194,5621,621.9404762
2015-11-14 05:00,18.38,38714,3236,2123,5545,621.9404762
2015-11-14 06:00,19.51,39972,3235,2099,5529,621.9404762
2015-11-14 07:00,20.55,41717,3275,2068,5543,621.9404762
2015-11-14 08:00,21.07,43437,3325,2076,5607,621.9404762
2015-11-14 09:00,21.28,45088,3396,2135,5751,621.9404762
2015-11-14 10:00,21.59,45908,3487,2158,5877,621.9404762
2015-11-14 11:00,21.51,45861,3590,2230,6054,621.9404762
2015-11-14 12:00,21.34,45497,3691,2301,6209,621.9404762
2015-11-14 13:00,21.08,45215,3680,2406,6298,621.9404762
2015-11-14 14:00,21.11,45425,3588,2523,6307,621.9404762
2015-11-14 15:00,22.66,46607,3474,2604,6257,621.9404762
2015-11-14 16:00,23.56,48097,3297,2645,6115,621.9404762
2015-11-14 17:00,23.83,48948,3086,2681,5953,621.9404762
2015-11-14 18:00,23.64,48382,2856,2700,5747,621.9404762
2015-11-14 19:00,23.21,46976,2641,2716,5547,621.9404762
2015-11-14 20:00,22.64,45203,2465,2719,5369,621.9404762
2015-11-14 21:00,22.47,44132,2279,2637,5095,621.9404762
2015-11-14 22:00,21.63,42701,2043,2536,4757,621.9404762
2015-11-14 23:00,21.49,40951,1806,2413,4401,621.9404762
2015-11-15 00:00,21.92,39363,1757,2348,4300,621.9404762
2015-11-15 01:00,21.18,38429,1534,2253,3979,621.9404762
2015-11-15 02:00,20.72,37678,1328,2142,3654,621.9404762
2015-11-15 03:00,20.03,37609,1128,1994,3297,621.9404762
2015-11-15 04:00,20.15,37735,896,1856,2918,621.9404762
2015-11-15 05:00,20.63,38248,697,1654,2509,621.9404762
2015-11-15 06:00,21.12,39069,565,1452,2161,621.9404762
2015-11-15 07:00,21.37,40103,486,1277,1892,621.9404762
2015-11-15 08:00,21.64,41655,431,1124,1674,621.9404762
2015-11-15 09:00,22.62,43129,375,995,1485,621.9404762
2015-11-15 10:00,23.03,44124,294,891,1298,621.9404762
2015-11-15 11:00,23.11,44457,229,793,1127,621.9404762
2015-11-15 12:00,23.16,44382,186,691,974,621.9404762
2015-11-15 13:00,22.92,44344,167,614,869,621.9404762
2015-11-15 14:00,23.11,44691,168,578,824,621.9404762
2015-11-15 15:00,23.48,45756,175,552,791,621.9404762
2015-11-15 16:00,24.06,47457,184,545,785,621.9404762
2015-11-15 17:00,25.32,48719,184,566,801,621.9404762
2015-11-15 18:00,24.98,48457,196,588,830,621.9404762
2015-11-15 19:00,24.51,47731,212,581,835,621.9404762
2015-11-15 20:00,23.95,46403,228,546,812,621.9404762
2015-11-15 21:00,23.81,45427,251,514,803,621.9404762
2015-11-15 22:00,23.62,43608,280,453,770,621.9404762
2015-11-15 23:00,23.18,41587,342,405,779,621.9404762
2015-11-16 00:00,23.1,39938,318,459,809,606.6190476
2015-11-16 01:00,22.39,39228,435,411,876,606.6190476
2015-11-16 02:00,21.48,38885,618,365,1013,606.6190476
2015-11-16 03:00,20.87,39089,947,331,1309,606.6190476
2015-11-16 04:00,21.7,40045,1285,320,1634,606.6190476
2015-11-16 05:00,23.23,42826,1573,367,1967,606.6190476
2015-11-16 06:00,24.52,47640,1973,474,2474,606.6190476
2015-11-16 07:00,25.62,52016,2263,612,2901,606.6190476
2015-11-16 08:00,25.98,52543,2476,795,3295,606.6190476
2015-11-16 09:00,25.19,52408,2703,1044,3774,606.6190476
2015-11-16 10:00,25.28,52300,2861,1263,4149,606.6190476
2015-11-16 11:00,24.93,52069,2990,1435,4453,606.6190476
2015-11-16 12:00,24.77,51648,3175,1619,4825,606.6190476
2015-11-16 13:00,24.45,51352,3253,1796,5085,606.6190476
2015-11-16 14:00,24.39,51682,3178,1983,5211,606.6190476
2015-11-16 15:00,24.76,52385,3074,2238,5379,606.6190476
2015-11-16 16:00,25.21,53422,2942,2362,5384,606.6190476
2015-11-16 17:00,25.66,53970,2780,2660,5537,606.6190476
2015-11-16 18:00,25.13,53044,2640,2760,5521,606.6190476
2015-11-16 19:00,24.2,51800,2579,2828,5552,606.6190476
2015-11-16 20:00,23.67,49720,2562,3026,5765,606.6190476
2015-11-16 21:00,23.43,48078,2518,2858,5582,606.6190476
2015-11-16 22:00,22.74,45510,2448,2782,5466,606.6190476
2015-11-16 23:00,21.35,42757,2408,2712,5374,606.6190476
2015-11-17 00:00,21.89,40657,1693,2496,4471,606.6190476
2015-11-17 01:00,21.52,39797,1584,2486,4358,606.6190476
2015-11-17 02:00,21.4,39434,1511,2466,4262,606.6190476
2015-11-17 03:00,21.37,39565,1480,2412,4172,606.6190476
2015-11-17 04:00,22.43,40418,1449,2309,4026,606.6190476
2015-11-17 05:00,23.17,42986,1481,2277,4011,606.6190476
2015-11-17 06:00,24.52,47493,1567,2226,4028,606.6190476
2015-11-17 07:00,26.69,51621,1640,2111,3961,606.6190476
2015-11-17 08:00,27.84,52192,1733,2037,3927,606.6190476
2015-11-17 09:00,26.07,52472,1869,1900,3901,606.6190476
2015-11-17 10:00,26.35,52161,1955,1854,3923,606.6190476
2015-11-17 11:00,25.88,51495,2050,1795,3947,606.6190476
2015-11-17 12:00,25.49,51048,2170,1745,4011,606.6190476
2015-11-17 13:00,25.39,51033,2181,1772,4043,606.6190476
2015-11-17 14:00,25.34,51138,2069,1755,3907,606.6190476
2015-11-17 15:00,25.99,51852,1924,1729,3731,606.6190476
2015-11-17 16:00,27.02,52884,1779,1709,3566,606.6190476
2015-11-17 17:00,28.47,53388,1615,1716,3411,606.6190476
2015-11-17 18:00,27.83,52544,1412,1706,3201,606.6190476
2015-11-17 19:00,25.53,51397,1171,1736,2993,606.6190476
2015-11-17 20:00,24.49,49589,937,1687,2719,606.6190476
2015-11-17 21:00,24.31,48058,849,1571,2517,606.6190476
2015-11-17 22:00,23.29,45605,826,1442,2369,606.6190476
2015-11-17 23:00,21.88,42935,760,1294,2158,606.6190476
2015-11-18 00:00,21.76,40846,1518,1110,2740,606.6190476
2015-11-18 01:00,21.38,39895,1609,998,2726,606.6190476
2015-11-18 02:00,21.21,39538,1650,897,2670,606.6190476
2015-11-18 03:00,21.45,39700,1747,842,2718,606.6190476
2015-11-18 04:00,21.97,40558,1752,815,2702,606.6190476
2015-11-18 05:00,22.8,43017,1776,788,2703,606.6190476
2015-11-18 06:00,24.37,47410,1956,785,2884,606.6190476
2015-11-18 07:00,26.01,51557,2191,765,3096,606.6190476
2015-11-18 08:00,27.18,52992,2335,802,3268,606.6190476
2015-11-18 09:00,25.5,52394,2535,872,3538,606.6190476
2015-11-18 10:00,25.58,52125,2746,960,3832,606.6190476
2015-11-18 11:00,25.69,51592,2885,1028,4040,606.6190476
2015-11-18 12:00,24.96,51211,3049,1188,4368,606.6190476
2015-11-18 13:00,24.98,51043,3107,1316,4554,606.6190476
2015-11-18 14:00,25.09,51269,3018,1429,4584,606.6190476
2015-11-18 15:00,25.63,52101,2892,1547,4572,606.6190476
2015-11-18 16:00,26.07,53127,2670,1637,4454,606.6190476
2015-11-18 17:00,27.09,53742,2400,1627,4196,606.6190476
2015-11-18 18:00,26.59,52944,2180,1575,3944,606.6190476
2015-11-18 19:00,25.14,51836,2151,1492,3857,606.6190476
2015-11-18 20:00,24.7,49980,2385,1372,3978,606.6190476
2015-11-18 21:00,24.02,48354,2718,1281,4220,606.6190476
2015-11-18 22:00,22.91,45940,2814,1233,4254,606.6190476
2015-11-18 23:00,21.97,43168,2774,1246,4208,606.6190476
2015-11-19 00:00,21.48,41539,3495,1301,4962,606.6190476
2015-11-19 01:00,21.06,40543,3557,1352,5074,606.6190476
2015-11-19 02:00,20.99,40135,3442,1486,5092,606.6190476
2015-11-19 03:00,21.25,40235,3290,1537,4997,606.6190476
2015-11-19 04:00,21.91,41120,3090,1582,4845,606.6190476
2015-11-19 05:00,22.77,43717,2914,1649,4736,606.6190476
2015-11-19 06:00,24.8,48271,2796,1674,4651,606.6190476
2015-11-19 07:00,26.49,52511,2731,1697,4627,606.6190476
2015-11-19 08:00,27.05,52994,2712,1712,4639,606.6190476
2015-11-19 09:00,25.8,52705,2733,1716,4682,606.6190476
2015-11-19 10:00,25.36,52733,2789,1642,4663,606.6190476
2015-11-19 11:00,25.38,52521,2879,1509,4624,606.6190476
2015-11-19 12:00,25.2,52263,2979,1399,4614,606.6190476
2015-11-19 13:00,25.41,52240,2981,1373,4597,606.6190476
2015-11-19 14:00,26.01,52436,2889,1348,4475,606.6190476
2015-11-19 15:00,26.72,53216,2754,1314,4294,606.6190476
2015-11-19 16:00,27.83,54325,2616,1453,4285,606.6190476
2015-11-19 17:00,28.62,54838,2499,1460,4168,606.6190476
2015-11-19 18:00,27.92,54137,2398,1413,4007,606.6190476
2015-11-19 19:00,26.13,53027,2322,1359,3875,606.6190476
2015-11-19 20:00,25.34,51255,2201,1305,3699,606.6190476
2015-11-19 21:00,25.02,49659,1959,1239,3388,606.6190476
2015-11-19 22:00,24.3,47207,1719,1196,3094,606.6190476
2015-11-19 23:00,23.08,44459,1567,1168,2901,606.6190476
2015-11-20 00:00,23.51,42909,1164,1334,2665,606.6190476
2015-11-20 01:00,23.51,42013,1146,1293,2601,606.6190476
2015-11-20 02:00,22.66,41632,1120,1181,2460,606.6190476
2015-11-20 03:00,23.03,41718,1078,1135,2370,606.6190476
2015-11-20 04:00,23.81,42583,1018,1085,2253,606.6190476
2015-11-20 05:00,25.01,45157,976,1024,2146,606.6190476
2015-11-20 06:00,26.35,49690,950,948,2037,606.6190476
2015-11-20 07:00,30.11,53983,872,894,1899,606.6190476
2015-11-20 08:00,32.32,55649,786,882,1791,606.6190476
2015-11-20 09:00,30.13,55284,768,855,1740,606.6190476
2015-11-20 10:00,32.06,55042,719,832,1664,606.6190476
2015-11-20 11:00,31.18,54466,650,795,1557,606.6190476
2015-11-20 12:00,29.73,53865,611,838,1561,606.6190476
2015-11-20 13:00,28.5,53277,559,851,1521,606.6190476
2015-11-20 14:00,27.92,53273,507,892,1502,606.6190476
2015-11-20 15:00,28.71,53987,499,964,1557,606.6190476
2015-11-20 16:00,31.12,55030,537,1049,1677,606.6190476
2015-11-20 17:00,34.41,55585,593,1140,1821,606.6190476
2015-11-20 18:00,30.09,54899,635,1250,1975,606.6190476
2015-11-20 19:00,26.78,53358,650,1318,2054,606.6190476
2015-11-20 20:00,25.41,51352,655,1455,2193,606.6190476
2015-11-20 21:00,25.03,49950,696,1535,2316,606.6190476
2015-11-20 22:00,24.6,48112,758,1625,2469,606.6190476
2015-11-20 23:00,24.13,46030,846,1715,2652,606.6190476
2015-11-21 00:00,24.33,44453,948,1819,2889,606.6190476
2015-11-21 01:00,23.97,43445,1000,1896,3021,606.6190476
2015-11-21 02:00,23.04,42796,1033,1962,3122,606.6190476
2015-11-21 03:00,22.38,42656,1071,2028,3235,606.6190476
2015-11-21 04:00,22.25,42959,1136,2097,3368,606.6190476
2015-11-21 05:00,22.61,43760,1212,2129,3471,606.6190476
2015-11-21 06:00,23.18,45199,1273,2144,3542,606.6190476
2015-11-21 07:00,24.54,47092,1304,2206,3637,606.6190476
2015-11-21 08:00,24.96,48488,1288,2181,3597,606.6190476
2015-11-21 09:00,25.2,50239,1260,2131,3529,606.6190476
2015-11-21 10:00,25.37,51211,1222,2156,3531,606.6190476
2015-11-21 11:00,25.37,51223,1187,2124,3468,606.6190476
2015-11-21 12:00,25.3,50796,1156,2070,3387,606.6190476
2015-11-21 13:00,25.18,50470,1112,2057,3332,606.6190476
2015-11-21 14:00,25.24,50792,1037,2142,3340,606.6190476
2015-11-21 15:00,26.03,52167,973,2243,3371,606.6190476
2015-11-21 16:00,27.38,53868,970,2302,3426,606.6190476
2015-11-21 17:00,28.13,54755,995,2370,3518,606.6190476
2015-11-21 18:00,27.34,54037,1027,2376,3555,606.6190476
2015-11-21 19:00,25.94,52584,1064,2468,3686,606.6190476
2015-11-21 20:00,25.45,50788,1106,2475,3736,606.6190476
2015-11-21 21:00,25.27,49680,1148,2481,3784,606.6190476
2015-11-21 22:00,24.92,48189,1200,2505,3862,606.6190476
2015-11-21 23:00,24.34,46533,1276,2586,4019,606.6190476
2015-11-22 00:00,24.46,45376,1377,2824,4409,606.6190476
2015-11-22 01:00,23.93,44378,1592,2900,4696,606.6190476
2015-11-22 02:00,23.87,43670,1820,2942,4960,606.6190476
2015-11-22 03:00,22.7,43400,2092,2968,5253,606.6190476
2015-11-22 04:00,22.35,43575,2326,2969,5482,606.6190476
2015-11-22 05:00,22.59,44178,2506,2967,5655,606.6190476
2015-11-22 06:00,22.67,45006,2667,2924,5766,606.6190476
2015-11-22 07:00,22.87,46264,2852,2932,5952,606.6190476
2015-11-22 08:00,23.15,47202,3014,2908,6079,606.6190476
2015-11-22 09:00,24.02,48888,3140,2813,6097,606.6190476
2015-11-22 10:00,24.77,50253,3207,2693,6028,606.6190476
2015-11-22 11:00,24.89,50750,3206,2548,5866,606.6190476
2015-11-22 12:00,24.79,50599,3202,2395,5697,606.6190476
2015-11-22 13:00,24.07,50545,3159,2336,5586,606.6190476
2015-11-22 14:00,23.87,50970,3040,2230,5352,606.6190476
2015-11-22 15:00,24.5,52266,2908,2117,5099,606.6190476
2015-11-22 16:00,25.77,53917,2802,2052,4925,606.6190476
2015-11-22 17:00,26.96,55002,2709,1971,4748,606.6190476
2015-11-22 18:00,26.43,54762,2620,1812,4499,606.6190476
2015-11-22 19:00,25.9,54029,2503,1724,4296,606.6190476
2015-11-22 20:00,25.39,52735,2376,1570,4012,606.6190476
2015-11-22 21:00,25.18,51857,2242,1464,3766,606.6190476
2015-11-22 22:00,24.93,50035,1990,1393,3437,606.6190476
2015-11-22 23:00,24.57,48079,1723,1319,3094,606.6190476
2015-11-23 00:00,23.99,46978,1093,1139,2274,595.0714286
2015-11-23 01:00,24.49,46183,956,1112,2106,595.0714286
2015-11-23 02:00,24.66,45899,853,1021,1911,595.0714286
2015-11-23 03:00,24.9,46161,755,988,1778,595.0714286
2015-11-23 04:00,25.36,47212,647,950,1631,595.0714286
2015-11-23 05:00,26.84,50239,546,885,1462,595.0714286
2015-11-23 06:00,30.19,55383,472,838,1337,595.0714286
2015-11-23 07:00,52.33,59870,409,825,1258,595.0714286
2015-11-23 08:00,69.92,61803,362,726,1118,595.0714286
2015-11-23 09:00,55.09,60904,352,633,1006,595.0714286
2015-11-23 10:00,60.05,60245,356,587,964,595.0714286
2015-11-23 11:00,54.8,59123,349,556,925,595.0714286
2015-11-23 12:00,43.98,58575,359,565,946,595.0714286
2015-11-23 13:00,38.91,58334,391,613,1027,595.0714286
2015-11-23 14:00,46.65,58629,431,710,1167,595.0714286
2015-11-23 15:00,59.96,59553,514,831,1374,595.0714286
2015-11-23 16:00,69.91,60815,602,993,1637,595.0714286
2015-11-23 17:00,69.94,61239,683,1171,1902,595.0714286
2015-11-23 18:00,53.14,60304,806,1326,2178,595.0714286
2015-11-23 19:00,29.38,59099,959,1502,2512,595.0714286
2015-11-23 20:00,27.64,57008,1157,1736,2945,595.0714286
2015-11-23 21:00,25.93,55442,1372,1918,3341,595.0714286
2015-11-23 22:00,25.01,52781,1597,2121,3772,595.0714286
2015-11-23 23:00,24.34,49888,1828,2335,4217,595.0714286
2015-11-24 00:00,23.93,46629,2198,2625,4884,595.0714286
2015-11-24 01:00,23.56,45594,2379,2785,5232,595.0714286
2015-11-24 02:00,23.24,45119,2549,2910,5529,595.0714286
2015-11-24 03:00,23.25,45132,2703,2996,5771,595.0714286
2015-11-24 04:00,23.68,45938,2823,3089,5991,595.0714286
2015-11-24 05:00,24.54,48475,2904,3168,6161,595.0714286
2015-11-24 06:00,25.21,53088,3017,3190,6302,595.0714286
2015-11-24 07:00,27.12,57365,3145,3192,6445,595.0714286
2015-11-24 08:00,27.76,58523,3266,3194,6576,595.0714286
2015-11-24 09:00,27.15,57822,3382,3214,6728,595.0714286
2015-11-24 10:00,27.44,57570,3482,3191,6829,595.0714286
2015-11-24 11:00,26.7,57030,3549,3174,6902,595.0714286
2015-11-24 12:00,26.34,56553,3587,3154,6942,595.0714286
2015-11-24 13:00,26.2,56426,3571,3140,6929,595.0714286
2015-11-24 14:00,26.28,56553,3479,3129,6839,595.0714286
2015-11-24 15:00,26.89,57277,3326,3123,6691,595.0714286
2015-11-24 16:00,27.87,58192,3117,3119,6499,595.0714286
2015-11-24 17:00,28.52,58547,2866,3087,6233,595.0714286
2015-11-24 18:00,27.72,57469,2592,3048,5938,595.0714286
2015-11-24 19:00,25.94,56171,2373,3044,5721,595.0714286
2015-11-24 20:00,25.19,54213,2194,3029,5531,595.0714286
2015-11-24 21:00,24.85,52437,2025,2979,5311,595.0714286
2015-11-24 22:00,24.25,49756,1857,2966,5123,595.0714286
2015-11-24 23:00,23.65,46804,1709,2954,4962,595.0714286
2015-11-25 00:00,23.72,43727,1758,2803,4854,595.0714286
2015-11-25 01:00,23.2,42527,1620,2723,4643,595.0714286
2015-11-25 02:00,23.14,42136,1493,2607,4407,595.0714286
2015-11-25 03:00,23.54,42243,1363,2489,4162,595.0714286
2015-11-25 04:00,24.22,43075,1238,2349,3901,595.0714286
2015-11-25 05:00,25.26,45584,1108,2243,3673,595.0714286
2015-11-25 06:00,26.39,50157,972,2138,3427,595.0714286
2015-11-25 07:00,34.05,54603,845,2042,3195,595.0714286
2015-11-25 08:00,35.95,56074,727,1968,3001,595.0714286
2015-11-25 09:00,33.28,55356,599,1810,2718,595.0714286
2015-11-25 10:00,34.46,55141,502,1696,2508,595.0714286
2015-11-25 11:00,34.41,54646,447,1579,2332,595.0714286
2015-11-25 12:00,34.17,54259,427,1441,2168,595.0714286
2015-11-25 13:00,33.99,54130,396,1364,2051,595.0714286
