Date, Price [EUR/MWh], Grid load forecast [MW],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2021-11-11 20:00,69.71,48317,7052,8937,554.0416667
2021-11-11 21:00,65.05,46751,6957,8655,554.0416667
2021-11-11 22:00,60.37,45042,6854,8412,554.0416667
2021-11-11 23:00,39.48,43387,6758,8138,554.0416667
2021-11-12 00:00,40.79,44014,6785,8150,554.0416667
2021-11-12 01:00,36.62,43122,6630,7757,554.0416667
2021-11-12 02:00,33.2,42592,6462,7373,554.0416667
2021-11-12 03:00,34.52,42428,6292,7073,554.0416667
2021-11-12 04:00,40.76,43256,6086,6853,554.0416667
2021-11-12 05:00,64.7,45413,5818,6681,554.0416667
2021-11-12 06:00,77.65,49460,5505,6499,554.0416667
2021-11-12 07:00,82.07,52221,5141,6260,554.0416667
2021-11-12 08:00,85.32,52827,4763,5971,554.0416667
2021-11-12 09:00,84.29,52970,4422,5793,554.0416667
2021-11-12 10:00,84.37,52303,3972,5473,554.0416667
2021-11-12 11:00,85.63,51798,3390,4978,554.0416667
2021-11-12 12:00,86.52,51428,2871,4633,554.0416667
2021-11-12 13:00,86.56,51067,2585,4498,554.0416667
2021-11-12 14:00,86.81,51179,2465,4541,554.0416667
2021-11-12 15:00,87.61,51887,2478,4668,554.0416667
2021-11-12 16:00,90.07,52805,2527,4903,554.0416667
2021-11-12 17:00,92.21,53228,2534,5264,554.0416667
2021-11-12 18:00,88.41,52135,2500,5594,554.0416667
2021-11-12 19:00,82.9,50556,2389,5804,554.0416667
2021-11-12 20:00,80.3,48926,2272,5784,554.0416667
2021-11-12 21:00,79.08,47642,2206,5629,554.0416667
2021-11-12 22:00,73.39,46107,2187,5423,554.0416667
2021-11-12 23:00,64.56,44268,2185,5211,554.0416667
2021-11-13 00:00,58.97,42592,2215,5126,554.0416667
2021-11-13 01:00,56.4,42060,2194,4908,554.0416667
2021-11-13 02:00,49.89,41577,2153,4733,554.0416667
2021-11-13 03:00,55.48,41324,2115,4578,554.0416667
2021-11-13 04:00,65,41325,2061,4418,554.0416667
2021-11-13 05:00,69.25,41869,1990,4257,554.0416667
2021-11-13 06:00,74.03,43215,1871,3965,554.0416667
2021-11-13 07:00,80.04,44641,1736,3675,554.0416667
2021-11-13 08:00,83.54,46017,1610,3324,554.0416667
2021-11-13 09:00,88.08,47288,1526,3061,554.0416667
2021-11-13 10:00,86.66,48131,1474,2870,554.0416667
2021-11-13 11:00,87.72,48381,1438,2684,554.0416667
2021-11-13 12:00,87.14,48179,1422,2543,554.0416667
2021-11-13 13:00,86.25,48304,1443,2503,554.0416667
2021-11-13 14:00,86.23,48409,1487,2582,554.0416667
2021-11-13 15:00,88.03,49305,1579,2724,554.0416667
2021-11-13 16:00,91.49,50506,1655,2866,554.0416667
2021-11-13 17:00,92.91,51216,1736,3036,554.0416667
2021-11-13 18:00,91.09,50298,1823,3236,554.0416667
2021-11-13 19:00,90.67,48487,1963,3528,554.0416667
2021-11-13 20:00,85.64,46790,2157,3791,554.0416667
2021-11-13 21:00,85.03,45758,2345,3968,554.0416667
2021-11-13 22:00,81.92,44504,2513,4129,554.0416667
2021-11-13 23:00,80.98,43189,2685,4374,554.0416667
2021-11-14 00:00,81.71,41760,2405,3836,554.0416667
2021-11-14 01:00,80.97,41224,2523,3983,554.0416667
2021-11-14 02:00,78.88,40802,2611,4105,554.0416667
2021-11-14 03:00,77.67,40659,2665,4231,554.0416667
2021-11-14 04:00,77.82,40668,2608,4238,554.0416667
2021-11-14 05:00,78.07,42075,2450,4179,554.0416667
2021-11-14 06:00,78.86,42915,2251,4008,554.0416667
2021-11-14 07:00,79.82,44422,2019,3769,554.0416667
2021-11-14 08:00,81.96,44917,1766,3489,554.0416667
2021-11-14 09:00,84.51,46234,1533,3245,554.0416667
2021-11-14 10:00,88.53,47313,1317,3023,554.0416667
2021-11-14 11:00,90.68,47740,1146,2868,554.0416667
2021-11-14 12:00,90.42,47277,1021,2728,554.0416667
2021-11-14 13:00,90.5,47470,934,2654,554.0416667
2021-11-14 14:00,92.84,48028,893,2560,554.0416667
2021-11-14 15:00,95.51,49076,939,2573,554.0416667
2021-11-14 16:00,99.81,50513,1096,2781,554.0416667
2021-11-14 17:00,100.14,51490,1356,3092,554.0416667
2021-11-14 18:00,96.86,51537,1728,3489,554.0416667
2021-11-14 19:00,91.28,50200,2150,3940,554.0416667
2021-11-14 20:00,84.44,49655,2608,4410,554.0416667
2021-11-14 21:00,83.03,48061,3084,4900,554.0416667
2021-11-14 22:00,78.97,46185,3490,5245,554.0416667
2021-11-14 23:00,74.26,44156,3844,5445,554.0416667
2021-11-15 00:00,67.24,43842,4318,5912,551.875
2021-11-15 01:00,64.94,43335,4602,6044,551.875
2021-11-15 02:00,56.89,42912,4793,6189,551.875
2021-11-15 03:00,55.28,42723,4995,6341,551.875
2021-11-15 04:00,61.22,43310,5121,6316,551.875
2021-11-15 05:00,74.65,45638,5186,6287,551.875
2021-11-15 06:00,81.44,49514,5214,6282,551.875
2021-11-15 07:00,84.99,52843,5155,6178,551.875
2021-11-15 08:00,89.23,53470,5033,5971,551.875
2021-11-15 09:00,87.49,53444,4978,5895,551.875
2021-11-15 10:00,87.13,53474,4880,5810,551.875
2021-11-15 11:00,86.47,53629,4750,5634,551.875
2021-11-15 12:00,85.75,53368,4630,5446,551.875
2021-11-15 13:00,86.29,53147,4589,5336,551.875
2021-11-15 14:00,86.09,53147,4629,5288,551.875
2021-11-15 15:00,86.66,53152,4770,5343,551.875
2021-11-15 16:00,87.6,53616,4893,5441,551.875
2021-11-15 17:00,89.71,54116,4965,5493,551.875
2021-11-15 18:00,86.6,53054,5009,5525,551.875
2021-11-15 19:00,82.28,51710,5059,5581,551.875
2021-11-15 20:00,80.96,49935,5080,5666,551.875
2021-11-15 21:00,80.19,48697,5007,5639,551.875
2021-11-15 22:00,74.64,46594,4849,5414,551.875
2021-11-15 23:00,67.11,44672,4641,5176,551.875
2021-11-16 00:00,60,42846,4550,5040,551.875
2021-11-16 01:00,59.98,42097,4285,4731,551.875
2021-11-16 02:00,59.97,41638,4069,4450,551.875
2021-11-16 03:00,59.99,41712,3845,4177,551.875
2021-11-16 04:00,67.94,42477,3752,4085,551.875
2021-11-16 05:00,74.99,44577,3773,4136,551.875
2021-11-16 06:00,82.81,48401,3762,4193,551.875
2021-11-16 07:00,88.97,51658,3770,4285,551.875
2021-11-16 08:00,93.73,52243,3722,4277,551.875
2021-11-16 09:00,90.86,51513,3766,4361,551.875
2021-11-16 10:00,90.16,51489,3753,4397,551.875
2021-11-16 11:00,89.85,50949,3735,4432,551.875
2021-11-16 12:00,89.36,51287,3708,4476,551.875
2021-11-16 13:00,88.98,51245,3643,4467,551.875
2021-11-16 14:00,88.29,51102,3642,4465,551.875
2021-11-16 15:00,89.54,51644,3743,4571,551.875
2021-11-16 16:00,89.73,52515,3797,4671,551.875
2021-11-16 17:00,92.54,52687,3797,4749,551.875
2021-11-16 18:00,89.02,51907,3819,4850,551.875
2021-11-16 19:00,82.73,50537,3894,5018,551.875
2021-11-16 20:00,81.08,49168,4042,5233,551.875
2021-11-16 21:00,77.67,47848,4271,5550,551.875
2021-11-16 22:00,67.7,45784,4507,5923,551.875
2021-11-16 23:00,44.99,43367,4679,6248,551.875
2021-11-17 00:00,50.51,41944,4461,6012,551.875
2021-11-17 01:00,40.09,41291,4659,6325,551.875
2021-11-17 02:00,25.26,40544,4824,6689,551.875
2021-11-17 03:00,22.83,40520,4998,7120,551.875
2021-11-17 04:00,23.91,41669,5143,7561,551.875
2021-11-17 05:00,27.01,43679,5261,7924,551.875
2021-11-17 06:00,50.92,47321,5339,8097,551.875
2021-11-17 07:00,79.2,50200,5357,8181,551.875
2021-11-17 08:00,82.58,51165,5285,7997,551.875
2021-11-17 09:00,81.23,50876,5280,7980,551.875
2021-11-17 10:00,81.93,51202,5242,8096,551.875
2021-11-17 11:00,82.7,51055,5172,8265,551.875
2021-11-17 12:00,81.05,50964,5060,8381,551.875
2021-11-17 13:00,81.09,50879,4886,8315,551.875
2021-11-17 14:00,82.3,50912,4682,8145,551.875
2021-11-17 15:00,83.01,51605,4519,7983,551.875
2021-11-17 16:00,84.07,52703,4378,7916,551.875
2021-11-17 17:00,84.7,53699,4213,8040,551.875
2021-11-17 18:00,83.23,52572,4036,8122,551.875
2021-11-17 19:00,74.32,51517,3904,8172,551.875
2021-11-17 20:00,59.85,50048,3831,8228,551.875
2021-11-17 21:00,51.2,48654,3869,8366,551.875
2021-11-17 22:00,37.9,46879,4080,8575,551.875
2021-11-17 23:00,20.75,44727,4406,8855,551.875
2021-11-18 00:00,20.01,43487,4600,8788,551.875
2021-11-18 01:00,17.07,42881,4984,9187,551.875
2021-11-18 02:00,16.25,42413,5237,9408,551.875
2021-11-18 03:00,16.5,42401,5431,9517,551.875
2021-11-18 04:00,18.28,43212,5544,9549,551.875
2021-11-18 05:00,24.27,45324,5585,9397,551.875
2021-11-18 06:00,59.12,49078,5588,9261,551.875
2021-11-18 07:00,83.09,52431,5534,9160,551.875
2021-11-18 08:00,85.45,53164,5393,8881,551.875
2021-11-18 09:00,83.43,53287,5352,8900,551.875
2021-11-18 10:00,82.19,53156,5269,9116,551.875
2021-11-18 11:00,80.91,52963,5128,9476,551.875
2021-11-18 12:00,78.53,52465,4974,9623,551.875
2021-11-18 13:00,78.07,52102,4943,9805,551.875
2021-11-18 14:00,70.92,53053,5082,10138,551.875
2021-11-18 15:00,71.4,53482,5327,10458,551.875
2021-11-18 16:00,73.07,54427,5600,10809,551.875
2021-11-18 17:00,75.43,54452,5765,11029,551.875
2021-11-18 18:00,65.46,53493,5886,11115,551.875
2021-11-18 19:00,32.13,52286,6050,11206,551.875
2021-11-18 20:00,25.67,50877,6276,11362,551.875
2021-11-18 21:00,25.1,49392,6507,11540,551.875
2021-11-18 22:00,20.88,47666,6664,11713,551.875
2021-11-18 23:00,14.97,45710,6680,11722,551.875
2021-11-19 00:00,14.15,43355,6557,11557,551.875
2021-11-19 01:00,13.75,42552,6365,11430,551.875
2021-11-19 02:00,13.53,42007,6144,11256,551.875
2021-11-19 03:00,13.77,41972,5932,11016,551.875
2021-11-19 04:00,14.67,42633,5777,10864,551.875
2021-11-19 05:00,17.85,44765,5742,10855,551.875
2021-11-19 06:00,27.51,48208,5802,10924,551.875
2021-11-19 07:00,58.13,52056,5951,11129,551.875
2021-11-19 08:00,64.94,52737,6143,11276,551.875
2021-11-19 09:00,55.27,52399,6387,11519,551.875
2021-11-19 10:00,49.98,52682,6526,11697,551.875
2021-11-19 11:00,43.2,52161,6726,11867,551.875
2021-11-19 12:00,33.26,51482,6894,12077,551.875
2021-11-19 13:00,25.59,51075,7040,12344,551.875
2021-11-19 14:00,23.13,50717,7252,12606,551.875
2021-11-19 15:00,22.62,51275,7484,12890,551.875
2021-11-19 16:00,25.01,51581,7809,13231,551.875
2021-11-19 17:00,25.28,51743,8208,13770,551.875
2021-11-19 18:00,20.37,50900,8605,14218,551.875
2021-11-19 19:00,17.41,49573,9011,14531,551.875
2021-11-19 20:00,15.17,47749,9270,14541,551.875
2021-11-19 21:00,14.72,46554,9414,14398,551.875
2021-11-19 22:00,14.22,45091,9410,14096,551.875
2021-11-19 23:00,13.33,43171,9333,13697,551.875
2021-11-20 00:00,14.2,41484,9303,13309,551.875
2021-11-20 01:00,13.95,41028,9220,13018,551.875
2021-11-20 02:00,13.04,40554,9050,12779,551.875
2021-11-20 03:00,13.91,40412,8795,12520,551.875
2021-11-20 04:00,14.32,40652,8423,12224,551.875
2021-11-20 05:00,14.92,41424,8009,11946,551.875
2021-11-20 06:00,15.93,42750,7623,11636,551.875
2021-11-20 07:00,17.33,44169,7314,11373,551.875
2021-11-20 08:00,22.01,45613,6979,11063,551.875
2021-11-20 09:00,25.11,46875,6670,10896,551.875
2021-11-20 10:00,27.13,47677,6454,10988,551.875
2021-11-20 11:00,26.89,47957,6302,11077,551.875
2021-11-20 12:00,27.25,47925,6125,11063,551.875
2021-11-20 13:00,27.64,47683,5943,10985,551.875
2021-11-20 14:00,28.04,47937,5799,10946,551.875
2021-11-20 15:00,39.91,48882,5678,10824,551.875
2021-11-20 16:00,56.17,50132,5613,10699,551.875
2021-11-20 17:00,67.24,50842,5546,10633,551.875
2021-11-20 18:00,59.28,50020,5453,10424,551.875
2021-11-20 19:00,39.84,48373,5320,10241,551.875
2021-11-20 20:00,25.8,46590,5191,10014,551.875
2021-11-20 21:00,22.46,45863,5125,9711,551.875
2021-11-20 22:00,22.54,45085,5091,9521,551.875
2021-11-20 23:00,19.94,43313,5003,9241,551.875
2021-11-21 00:00,17.66,41581,5141,9741,551.875
2021-11-21 01:00,17.1,41218,5095,9527,551.875
2021-11-21 02:00,16.65,40930,4997,9136,551.875
2021-11-21 03:00,16.66,40952,4964,8744,551.875
2021-11-21 04:00,16.96,40985,5011,8391,551.875
2021-11-21 05:00,17.86,41317,4988,8088,551.875
2021-11-21 06:00,18.99,42403,4947,7873,551.875
2021-11-21 07:00,20.95,44154,4839,7707,551.875
2021-11-21 08:00,60.04,45883,4702,7535,551.875
2021-11-21 09:00,79.44,47390,4630,7414,551.875
2021-11-21 10:00,86.18,47739,4469,7295,551.875
2021-11-21 11:00,88.02,48122,4205,7073,551.875
2021-11-21 12:00,87.33,48203,3988,6885,551.875
2021-11-21 13:00,87.92,48109,3969,6843,551.875
2021-11-21 14:00,88.68,48474,4126,6982,551.875
2021-11-21 15:00,90.91,49610,4332,7188,551.875
2021-11-21 16:00,94.49,51338,4439,7347,551.875
2021-11-21 17:00,96.86,52571,4437,7599,551.875
2021-11-21 18:00,93.93,52254,4319,7670,551.875
2021-11-21 19:00,92,51368,4123,7477,551.875
2021-11-21 20:00,90,50170,3907,7180,551.875
2021-11-21 21:00,90.65,49374,3710,6685,551.875
2021-11-21 22:00,88.98,48642,3559,6112,551.875
2021-11-21 23:00,88.42,46801,3397,5620,551.875
2021-11-22 00:00,94.11,45647,2998,4104,535.4583333
2021-11-22 01:00,92.92,45275,2784,3697,535.4583333
2021-11-22 02:00,92.35,44960,2573,3296,535.4583333
2021-11-22 03:00,92.03,45196,2420,3040,535.4583333
2021-11-22 04:00,92.46,46316,2383,2930,535.4583333
2021-11-22 05:00,95.98,48810,2420,2967,535.4583333
2021-11-22 06:00,109.43,52418,2521,3217,535.4583333
2021-11-22 07:00,113.23,55863,2692,3505,535.4583333
2021-11-22 08:00,114.28,56907,2903,3868,535.4583333
2021-11-22 09:00,111.67,56701,3141,4261,535.4583333
2021-11-22 10:00,111.27,56441,3469,4656,535.4583333
2021-11-22 11:00,109.27,55864,3803,5020,535.4583333
2021-11-22 12:00,108.49,55430,4137,5518,535.4583333
2021-11-22 13:00,106.97,54851,4372,6027,535.4583333
2021-11-22 14:00,105.72,54738,4507,6602,535.4583333
2021-11-22 15:00,107.14,55587,4696,7264,535.4583333
2021-11-22 16:00,108.14,56674,4862,7781,535.4583333
2021-11-22 17:00,107.68,57175,5030,8451,535.4583333
2021-11-22 18:00,99.37,55975,5193,8915,535.4583333
2021-11-22 19:00,93.54,54557,5297,9203,535.4583333
2021-11-22 20:00,89.91,52805,5346,9475,535.4583333
2021-11-22 21:00,88.91,51319,5379,9576,535.4583333
2021-11-22 22:00,84.4,49558,5303,9493,535.4583333
2021-11-22 23:00,74.77,47677,5128,9383,535.4583333
2021-11-23 00:00,69.95,46203,4344,8370,535.4583333
2021-11-23 01:00,65.4,45413,4022,7927,535.4583333
2021-11-23 02:00,66.73,44793,3741,7503,535.4583333
2021-11-23 03:00,69.36,44519,3574,7230,535.4583333
2021-11-23 04:00,77.89,45439,3530,7091,535.4583333
2021-11-23 05:00,86.73,47332,3626,6966,535.4583333
2021-11-23 06:00,94.34,51289,3768,6842,535.4583333
2021-11-23 07:00,109.01,55293,3877,6773,535.4583333
2021-11-23 08:00,112.62,55742,3945,6569,535.4583333
2021-11-23 09:00,110.59,55417,4065,6399,535.4583333
2021-11-23 10:00,109.14,55493,4153,6472,535.4583333
2021-11-23 11:00,108.47,55335,4318,6800,535.4583333
2021-11-23 12:00,105.93,54875,4647,7313,535.4583333
2021-11-23 13:00,104.31,54432,5109,7862,535.4583333
2021-11-23 14:00,100.73,54425,5550,8387,535.4583333
2021-11-23 15:00,104.32,55216,5960,8922,535.4583333
2021-11-23 16:00,104.6,56100,6221,9299,535.4583333
2021-11-23 17:00,102.61,56392,6311,9609,535.4583333
2021-11-23 18:00,95.76,55649,6369,9824,535.4583333
2021-11-23 19:00,91.85,53902,6588,10074,535.4583333
2021-11-23 20:00,86.47,52425,6910,10307,535.4583333
2021-11-23 21:00,81.6,50750,7143,10499,535.4583333
2021-11-23 22:00,70.93,48823,7199,10585,535.4583333
2021-11-23 23:00,44.94,46800,7181,10555,535.4583333
2021-11-24 00:00,28.82,45293,7477,11120,535.4583333
2021-11-24 01:00,28.61,44512,7284,10890,535.4583333
2021-11-24 02:00,28.78,43805,6883,10375,535.4583333
2021-11-24 03:00,29.52,43724,6445,9812,535.4583333
2021-11-24 04:00,35.58,44401,6016,9268,535.4583333
2021-11-24 05:00,61.65,46574,5480,8572,535.4583333
2021-11-24 06:00,89.87,50538,4924,7883,535.4583333
2021-11-24 07:00,104.36,54257,4358,7171,535.4583333
2021-11-24 08:00,112.24,54581,3845,6438,535.4583333
2021-11-24 09:00,113.88,54333,3414,5856,535.4583333
2021-11-24 10:00,115.19,54401,3033,5486,535.4583333
2021-11-24 11:00,115,54058,2797,5295,535.4583333
2021-11-24 12:00,115.33,53606,2771,5320,535.4583333
2021-11-24 13:00,115.21,53186,2933,5464,535.4583333
2021-11-24 14:00,114.88,53510,3245,5727,535.4583333
2021-11-24 15:00,115.84,54249,3599,6048,535.4583333
2021-11-24 16:00,118.38,54967,3776,6181,535.4583333
2021-11-24 17:00,118.31,55329,3832,6421,535.4583333
2021-11-24 18:00,114.42,54413,3861,6570,535.4583333
2021-11-24 19:00,108.47,53391,3952,6699,535.4583333
2021-11-24 20:00,99.55,51535,4036,6800,535.4583333
2021-11-24 21:00,96.94,50316,4117,6903,535.4583333
2021-11-24 22:00,90.95,48550,4179,6999,535.4583333
2021-11-24 23:00,85.01,46243,4167,7018,535.4583333
2021-11-25 00:00,81.58,44608,4340,7549,535.4583333
2021-11-25 01:00,78.45,43620,4329,7432,535.4583333
2021-11-25 02:00,78.42,43489,4256,7240,535.4583333
2021-11-25 03:00,79.98,43262,4130,7011,535.4583333
2021-11-25 04:00,85.57,44149,3965,6826,535.4583333
2021-11-25 05:00,92.38,46519,3826,6741,535.4583333
2021-11-25 06:00,103.07,50621,3719,6738,535.4583333
2021-11-25 07:00,114.49,54102,3667,6841,535.4583333
2021-11-25 08:00,118.25,54748,3558,6856,535.4583333
2021-11-25 09:00,116.2,54664,3527,6925,535.4583333
2021-11-25 10:00,114.19,54823,3430,7044,535.4583333
2021-11-25 11:00,112.11,54724,3287,7272,535.4583333
2021-11-25 12:00,109.98,54141,3175,7302,535.4583333
2021-11-25 13:00,109.62,54459,3099,7365,535.4583333
2021-11-25 14:00,110.01,54733,3051,7394,535.4583333
2021-11-25 15:00,112.59,55895,3129,7495,535.4583333
2021-11-25 16:00,115.47,56664,3200,7666,535.4583333
2021-11-25 17:00,117.1,57355,3181,7799,535.4583333
2021-11-25 18:00,116.35,56596,3098,7507,535.4583333
2021-11-25 19:00,114.98,55513,3017,7182,535.4583333
2021-11-25 20:00,112.59,54318,2905,6777,535.4583333
2021-11-25 21:00,109.1,53086,2799,6414,535.4583333
2021-11-25 22:00,103.36,51366,2646,6049,535.4583333
2021-11-25 23:00,99.3,49141,2458,5717,535.4583333
2021-11-26 00:00,102.62,47597,2075,5352,535.4583333
2021-11-26 01:00,100.76,47194,1814,4819,535.4583333
2021-11-26 02:00,102.43,46795,1581,4243,535.4583333
2021-11-26 03:00,105.32,46870,1401,3750,535.4583333
2021-11-26 04:00,109.69,47533,1278,3344,535.4583333
2021-11-26 05:00,115.82,49690,1192,3152,535.4583333
2021-11-26 06:00,136.92,53357,1146,2970,535.4583333
2021-11-26 07:00,173.68,57273,1089,2764,535.4583333
2021-11-26 08:00,188.19,57940,1012,2601,535.4583333
2021-11-26 09:00,172.22,57825,958,2577,535.4583333
2021-11-26 10:00,152.09,57977,910,2660,535.4583333
2021-11-26 11:00,134.16,57527,842,2924,535.4583333
2021-11-26 12:00,131.41,57226,801,3219,535.4583333
2021-11-26 13:00,127.87,56830,837,3572,535.4583333
2021-11-26 14:00,127.57,56766,949,4027,535.4583333
2021-11-26 15:00,129.54,57421,1108,4353,535.4583333
2021-11-26 16:00,136.88,58532,1247,4582,535.4583333
2021-11-26 17:00,142.33,58760,1344,4897,535.4583333
2021-11-26 18:00,133.43,57720,1426,5031,535.4583333
2021-11-26 19:00,124.91,56329,1493,5110,535.4583333
2021-11-26 20:00,114.82,54635,1544,5049,535.4583333
2021-11-26 21:00,114,53469,1599,5034,535.4583333
2021-11-26 22:00,110.05,51937,1638,5052,535.4583333
2021-11-26 23:00,106.56,50270,1657,4890,535.4583333
2021-11-27 00:00,114.84,49021,1803,5148,535.4583333
2021-11-27 01:00,115.08,48559,1795,5152,535.4583333
2021-11-27 02:00,115.25,47964,1798,5243,535.4583333
2021-11-27 03:00,114.69,47519,1813,5370,535.4583333
2021-11-27 04:00,115.72,47672,1824,5400,535.4583333
2021-11-27 05:00,117.49,48439,1832,5451,535.4583333
2021-11-27 06:00,116.82,49706,1830,5455,535.4583333
2021-11-27 07:00,121.56,51224,1829,5472,535.4583333
2021-11-27 08:00,139.08,52825,1817,5375,535.4583333
2021-11-27 09:00,167.7,54247,1783,5185,535.4583333
2021-11-27 10:00,180.01,55153,1739,5094,535.4583333
2021-11-27 11:00,163.11,55294,1698,4991,535.4583333
2021-11-27 12:00,181.93,55245,1671,4890,535.4583333
2021-11-27 13:00,167.81,55209,1716,4849,535.4583333
2021-11-27 14:00,181.55,55552,1815,4870,535.4583333
2021-11-27 15:00,193.18,56342,1903,4783,535.4583333
2021-11-27 16:00,237.06,57408,1979,4751,535.4583333
2021-11-27 17:00,277.03,57679,2040,4803,535.4583333
2021-11-27 18:00,250.05,57019,2065,4772,535.4583333
2021-11-27 19:00,216.37,55581,2070,4681,535.4583333
2021-11-27 20:00,157.97,53977,2081,4468,535.4583333
2021-11-27 21:00,157.92,53207,2096,4319,535.4583333
2021-11-27 22:00,129,51866,2088,4164,535.4583333
2021-11-27 23:00,120.13,50507,2076,3892,535.4583333
2021-11-28 00:00,177.48,49517,1963,2976,535.4583333
2021-11-28 01:00,142.52,48877,1981,2921,535.4583333
2021-11-28 02:00,139.98,48412,1992,2804,535.4583333
2021-11-28 03:00,137.79,48165,2006,2738,535.4583333
2021-11-28 04:00,140.09,48269,2030,2714,535.4583333
2021-11-28 05:00,164.27,48837,2057,2791,535.4583333
2021-11-28 06:00,163.73,49565,2068,2859,535.4583333
2021-11-28 07:00,158.83,51074,2068,2937,535.4583333
2021-11-28 08:00,179.35,52343,2070,2948,535.4583333
2021-11-28 09:00,195.93,53601,2055,2981,535.4583333
2021-11-28 10:00,200.09,54644,2036,2998,535.4583333
2021-11-28 11:00,207.86,55286,2024,3005,535.4583333
2021-11-28 12:00,208.04,55294,2002,3045,535.4583333
2021-11-28 13:00,193.8,55256,2014,3161,535.4583333
2021-11-28 14:00,193.93,55881,2083,3344,535.4583333
2021-11-28 15:00,203.05,56809,2198,3565,535.4583333
2021-11-28 16:00,215.03,57740,2307,3858,535.4583333
2021-11-28 17:00,243.57,58341,2391,4188,535.4583333
2021-11-28 18:00,246.38,57916,2451,4405,535.4583333
2021-11-28 19:00,236.66,57131,2487,4545,535.4583333
2021-11-28 20:00,205.4,55965,2534,4814,535.4583333
2021-11-28 21:00,184.94,55151,2598,5138,535.4583333
2021-11-28 22:00,185.42,53740,2621,5144,535.4583333
2021-11-28 23:00,143.65,52244,2632,5083,535.4583333
2021-11-29 00:00,150.47,51336,2617,4880,510.4880952
2021-11-29 01:00,146.25,50659,2598,4977,510.4880952
2021-11-29 02:00,136.62,50281,2544,5024,510.4880952
2021-11-29 03:00,132.24,50265,2496,4994,510.4880952
2021-11-29 04:00,139.3,51081,2458,5017,510.4880952
2021-11-29 05:00,151.43,53484,2436,5203,510.4880952
2021-11-29 06:00,199.32,57545,2409,5319,510.4880952
2021-11-29 07:00,232.77,61153,2356,5200,510.4880952
2021-11-29 08:00,321.8,62031,2243,4907,510.4880952
2021-11-29 09:00,319.05,62104,2094,4478,510.4880952
2021-11-29 10:00,299,62179,1876,3974,510.4880952
2021-11-29 11:00,299.91,61763,1665,3467,510.4880952
2021-11-29 12:00,299.91,61088,1491,3005,510.4880952
2021-11-29 13:00,315.71,60865,1384,2700,510.4880952
2021-11-29 14:00,335.32,61184,1374,2560,510.4880952
2021-11-29 15:00,335.32,62035,1426,2552,510.4880952
2021-11-29 16:00,379.52,62890,1458,2542,510.4880952
2021-11-29 17:00,399.97,62925,1453,2460,510.4880952
2021-11-29 18:00,340.27,61671,1416,2349,510.4880952
2021-11-29 19:00,291.66,60607,1381,2327,510.4880952
2021-11-29 20:00,222.21,59167,1352,2409,510.4880952
2021-11-29 21:00,175.39,57843,1358,2610,510.4880952
2021-11-29 22:00,172.25,56201,1359,2932,510.4880952
2021-11-29 23:00,128.87,54181,1347,3449,510.4880952
2021-11-30 00:00,114.3,53114,1310,4354,510.4880952
2021-11-30 01:00,99.94,52348,1319,4903,510.4880952
2021-11-30 02:00,96.02,51466,1349,5575,510.4880952
2021-11-30 03:00,94.93,51104,1458,6160,510.4880952
2021-11-30 04:00,95.42,52338,1626,6541,510.4880952
2021-11-30 05:00,99.38,54629,1783,6725,510.4880952
2021-11-30 06:00,110.83,58450,1984,7059,510.4880952
2021-11-30 07:00,128.75,61947,2159,7214,510.4880952
2021-11-30 08:00,137.64,62679,2218,7135,510.4880952
2021-11-30 09:00,132.27,62471,2196,6897,510.4880952
2021-11-30 10:00,136.98,62656,2086,6726,510.4880952
2021-11-30 11:00,131.94,62569,2000,6671,510.4880952
2021-11-30 12:00,130.18,62254,1997,6796,510.4880952
2021-11-30 13:00,133.98,61837,2048,6821,510.4880952
2021-11-30 14:00,136.54,62125,2107,6594,510.4880952
2021-11-30 15:00,150.04,62944,2182,6328,510.4880952
2021-11-30 16:00,162.49,63866,2160,5902,510.4880952
2021-11-30 17:00,269.94,63891,2054,5464,510.4880952
2021-11-30 18:00,250.02,63015,1960,4914,510.4880952
2021-11-30 19:00,205.08,61973,1943,4508,510.4880952
2021-11-30 20:00,203.28,60427,1963,4007,510.4880952
2021-11-30 21:00,169.91,59372,2015,3563,510.4880952
2021-11-30 22:00,143.42,57389,2067,3340,510.4880952
2021-11-30 23:00,124.06,55189,2082,3095,510.4880952
2021-12-01 00:00,127.13,53443,2298,2937,510.4880952
2021-12-01 01:00,109.33,52772,2228,2995,510.4880952
2021-12-01 02:00,100.24,52299,2115,3190,510.4880952
2021-12-01 03:00,96.89,52268,2048,3543,510.4880952
2021-12-01 04:00,96.9,52924,1987,4012,510.4880952
2021-12-01 05:00,105.26,54874,1936,4532,510.4880952
2021-12-01 06:00,119.84,59112,1961,5043,510.4880952
2021-12-01 07:00,127.68,62433,2031,5503,510.4880952
2021-12-01 08:00,133.09,63639,2108,5662,510.4880952
2021-12-01 09:00,130.38,63686,2240,5859,510.4880952
2021-12-01 10:00,129.41,63882,2404,6260,510.4880952
2021-12-01 11:00,121.78,63337,2557,6562,510.4880952
2021-12-01 12:00,120.65,63115,2669,6863,510.4880952
2021-12-01 13:00,120.53,62880,2749,7185,510.4880952
2021-12-01 14:00,121.27,63141,2882,7576,510.4880952
2021-12-01 15:00,120.98,63980,3038,7682,510.4880952
